class,variable,value,period,deal,link,pub_date
A-3,PrincipalDistribution,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-4,PrincipalDistribution,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
B,PrincipalDistribution,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
C,PrincipalDistribution,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
D,PrincipalDistribution,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
Deal Totals,PrincipalDistribution,30753488.63,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-1,InterestDistribution,2173.71,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-2,InterestDistribution,473496.75,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-3,InterestDistribution,393486.5,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-4,InterestDistribution,144066.75,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
B,InterestDistribution,41477.33,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
C,InterestDistribution,36557.25,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
D,InterestDistribution,33343.75,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
Deal Totals,InterestDistribution,1124602.04,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-1,TotalDistribution,2225281.69,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-2,TotalDistribution,29003877.4,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-3,TotalDistribution,393486.5,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-4,TotalDistribution,144066.75,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
B,TotalDistribution,41477.33,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
C,TotalDistribution,36557.25,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
D,TotalDistribution,33343.75,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
Deal Totals,TotalDistribution,31878090.67,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-1,PrincipalCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-2,PrincipalCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-3,PrincipalCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-4,PrincipalCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
B,PrincipalCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
C,PrincipalCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
D,PrincipalCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
Deal Totals,PrincipalCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-1,InterestCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-2,InterestCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-3,InterestCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-4,InterestCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
B,InterestCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
C,InterestCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
D,InterestCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
Deal Totals,InterestCarryoverShortfall,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-1,EndingNotePrincipalBalance,0,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-2,EndingNotePrincipalBalance,342839619.35,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-3,EndingNotePrincipalBalance,271370000,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-4,EndingNotePrincipalBalance,86010000,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
B,EndingNotePrincipalBalance,22220000,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
C,EndingNotePrincipalBalance,18510000,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
D,EndingNotePrincipalBalance,13750000,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
Deal Totals,EndingNotePrincipalBalance,754699619.35,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
all,EndingNumberofReceivables,57157,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
all,EndingAggregateReceivablesPrincipalBalance,768453594.49,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
all,EndingAggregateAmountFinanced,768453594.49,2017-12-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500218000006/aart2017-3_exx99xdecx2017.htm,2018-01-29T21:27:34Z
A-1,InitialNotePrincipalBalance,270000000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-2,InitialNotePrincipalBalance,371370000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-3,InitialNotePrincipalBalance,271370000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-4,InitialNotePrincipalBalance,86010000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
B,InitialNotePrincipalBalance,22220000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
C,InitialNotePrincipalBalance,18510000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
D,InitialNotePrincipalBalance,13750000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
Deal Totals,InitialNotePrincipalBalance,1053230000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-1,BeginningNotePrincipalBalance,35224437.7,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-2,BeginningNotePrincipalBalance,371370000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-3,BeginningNotePrincipalBalance,271370000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-4,BeginningNotePrincipalBalance,86010000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
B,BeginningNotePrincipalBalance,22220000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
C,BeginningNotePrincipalBalance,18510000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
D,BeginningNotePrincipalBalance,13750000,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
Deal Totals,BeginningNotePrincipalBalance,818454437.7,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-1,NoteRate,1.1,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-2,NoteRate,1.53,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-3,NoteRate,1.74,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-4,NoteRate,2.01,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
B,NoteRate,2.24,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
C,NoteRate,2.37,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
D,NoteRate,2.91,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
Deal Totals,NoteRate,,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-1,PrincipalDistribution,33001329.72,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-2,PrincipalDistribution,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-3,PrincipalDistribution,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-4,PrincipalDistribution,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
B,PrincipalDistribution,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
C,PrincipalDistribution,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
D,PrincipalDistribution,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
Deal Totals,PrincipalDistribution,33001329.72,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-1,InterestDistribution,32289.07,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-2,InterestDistribution,473496.75,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-3,InterestDistribution,393486.5,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-4,InterestDistribution,144066.75,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
B,InterestDistribution,41477.33,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
C,InterestDistribution,36557.25,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
D,InterestDistribution,33343.75,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
Deal Totals,InterestDistribution,1154717.4,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-1,TotalDistribution,33033618.79,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-2,TotalDistribution,473496.75,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-3,TotalDistribution,393486.5,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-4,TotalDistribution,144066.75,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
B,TotalDistribution,41477.33,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
C,TotalDistribution,36557.25,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
D,TotalDistribution,33343.75,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
Deal Totals,TotalDistribution,34156047.12,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-1,PrincipalCarryoverShortfall,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-2,PrincipalCarryoverShortfall,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-3,PrincipalCarryoverShortfall,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
A-4,PrincipalCarryoverShortfall,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
B,PrincipalCarryoverShortfall,0,2017-11-01,Ally Auto Receivables Trust 2017-3,https://www.sec.gov/Archives/edgar/data/1477336/000170500217000041/aart2017-3_exx99xnovx2017.htm,2017-12-18T20:41:24Z
