class,value,variable,period,company,link
A-2,0,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
A-3,435014.29,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
A-4,222838.33,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
B,52493.33,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
C,62006.67,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
D,86321.67,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
A-1,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
A-2,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
A-3,19544260.27,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
A-4,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
B,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
C,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
D,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000037/a2017-1ex991071519.htm
A-1,0,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-2,0,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-3,285115091.89,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-4,117800000,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
B,24800000,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
C,26200000,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
D,30200000,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-1,0,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-2,0,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-3,263645026.33,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-4,117800000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
B,24800000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
C,26200000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
D,30200000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-1,0,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-2,0,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-3,470439.9,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-4,222838.33,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
B,52493.33,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
C,62006.67,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
D,86321.67,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-1,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-2,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-3,21470065.56,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-4,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
B,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
C,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
D,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000032/a2017-1ex991061719.htm
A-1,0,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-2,0,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-3,305888146.75,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-4,117800000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
B,24800000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
C,26200000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
D,30200000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-1,0,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-2,0,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-3,285115091.89,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-4,117800000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
B,24800000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
C,26200000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
D,30200000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-1,0,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-2,0,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-3,504715.44,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-4,222838.33,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
B,52493.33,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
C,62006.67,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
D,86321.67,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-1,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-2,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-3,20773054.86,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-4,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
B,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
C,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
D,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000025/a2017-1ex991051519.htm
A-1,0,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-2,0,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-3,328805818.55,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-4,117800000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
B,24800000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
C,26200000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
D,30200000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-1,0,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-2,0,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-3,305888146.75,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-4,117800000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
B,24800000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
C,26200000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
D,30200000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-1,0,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-2,0,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-3,542529.6,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-4,222838.33,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
B,52493.33,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
C,62006.67,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
D,86321.67,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-1,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-2,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-3,22917671.8,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-4,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
B,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
C,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
D,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000020/a2017-1ex991041519.htm
A-1,0,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-2,0,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-3,350065580.15,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-4,117800000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
B,24800000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
C,26200000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
D,30200000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-1,0,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-2,0,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-3,328805818.55,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-4,117800000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
B,24800000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
C,26200000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
D,30200000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-1,0,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-2,0,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-3,577608.21,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
A-4,222838.33,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381919000015/a2017-1ex991031519.htm
